country,t_value,value,run,country_name
1,0.946560354859992,-0.03671745336364505,1,Afghanistan
1,0.946560354859992,0.007260576758571712,2,Afghanistan
1,0.946560354859992,-0.0399599689829528,3,Afghanistan
1,0.946560354859992,-0.05480894140500617,4,Afghanistan
1,0.946560354859992,-0.016652367571984947,5,Afghanistan
1,0.946560354859992,-0.030351624320829877,6,Afghanistan
1,0.946560354859992,-0.022704003880717645,7,Afghanistan
1,0.946560354859992,-0.02972270755531304,8,Afghanistan
1,0.946560354859992,-0.02233912750429602,9,Afghanistan
1,0.946560354859992,-0.022149513118938247,10,Afghanistan
1,6.996807104680498,-0.0356625406426429,1,Afghanistan
1,6.996807104680498,0.006811040813455857,2,Afghanistan
1,6.996807104680498,-0.038290230149572654,3,Afghanistan
1,6.996807104680498,-0.052495059655935,4,Afghanistan
1,6.996807104680498,-0.016388894779097524,5,Afghanistan
1,6.996807104680498,-0.030793312255566623,6,Afghanistan
1,6.996807104680498,-0.021778413625835172,7,Afghanistan
1,6.996807104680498,-0.02837862066321781,8,Afghanistan
1,6.996807104680498,-0.021741310308716556,9,Afghanistan
1,6.996807104680498,-0.02019800209877793,10,Afghanistan
1,13.047053854501003,-0.03465933508333584,1,Afghanistan
1,13.047053854501003,0.00629787771336382,2,Afghanistan
1,13.047053854501003,-0.036688627122863596,3,Afghanistan
1,13.047053854501003,-0.050187867358471305,4,Afghanistan
1,13.047053854501003,-0.0161971288349192,5,Afghanistan
1,13.047053854501003,-0.031187208433416623,6,Afghanistan
1,13.047053854501003,-0.020894699877541882,7,Afghanistan
1,13.047053854501003,-0.02708210029361749,8,Afghanistan
1,13.047053854501003,-0.021188471495425965,9,Afghanistan
1,13.047053854501003,-0.018384891530666782,10,Afghanistan
1,19.09730060432151,-0.03370921992315359,1,Afghanistan
1,19.09730060432151,0.005723678331783765,2,Afghanistan
1,19.09730060432151,-0.03515841001672722,3,Afghanistan
1,19.09730060432151,-0.047892848110698556,4,Afghanistan
1,19.09730060432151,-0.016069836926025587,5,Afghanistan
1,19.09730060432151,-0.03152739453755539,6,Afghanistan
1,19.09730060432151,-0.020053482619325033,7,Afghanistan
1,19.09730060432151,-0.02583342999134298,8,Afghanistan
1,19.09730060432151,-0.02067982662567432,9,Afghanistan
1,19.09730060432151,-0.016713564390453982,10,Afghanistan
1,25.147547354142016,-0.03281356470535655,1,Afghanistan
1,25.147547354142016,0.005091453169904528,2,Afghanistan
1,25.147547354142016,-0.033702725690690646,3,Afghanistan
1,25.147547354142016,-0.04561578185680844,4,Afghanistan
1,25.147547354142016,-0.015999535804176325,5,Afghanistan
1,25.147547354142016,-0.03180869118482103,6,Afghanistan
1,25.147547354142016,-0.019255300107522147,7,Afghanistan
1,25.147547354142016,-0.024632843436051117,8,Afghanistan
1,25.147547354142016,-0.02021439165691454,9,Afghanistan
1,25.147547354142016,-0.015186421862526597,10,Afghanistan
1,31.197794103962522,-0.03197371811643724,1,Afghanistan
1,31.197794103962522,0.004404638001843964,2,Afghanistan
1,31.197794103962522,-0.032324593695596864,3,Afghanistan
1,31.197794103962522,-0.04336271017697769,4,Afghanistan
1,31.197794103962522,-0.01597855162327498,5,Afghanistan
1,31.197794103962522,-0.032026759743805186,6,Afghanistan
1,31.197794103962522,-0.018500597080366027,7,Afghanistan
1,31.197794103962522,-0.02348052097052782,8,Afghanistan
1,31.197794103962522,-0.01979097705892647,9,Afghanistan
1,31.197794103962522,-0.013804841525450612,10,Afghanistan
1,37.248040853783024,-0.031191000684531473,1,Afghanistan
1,37.248040853783024,0.0036670949287451937,2,Afghanistan
1,37.248040853783024,-0.031026881976464186,3,Afghanistan
1,37.248040853783024,-0.041139895855270246,4,Afghanistan
1,37.248040853783024,-0.015999085430650328,5,Afghanistan
1,37.248040853783024,-0.03217819462615833,6,Afghanistan
1,37.248040853783024,-0.017789712986472958,7,Afghanistan
1,37.248040853783024,-0.022376586500000826,8,Afghanistan
1,37.248040853783024,-0.019408184036330017,9,Afghanistan
1,37.248040853783024,-0.012569147787802354,10,Afghanistan
1,43.298287603603534,-0.030466697332168828,1,Afghanistan
1,43.298287603603534,0.002883108371653357,2,Afghanistan
1,43.298287603603534,-0.029812282499491343,3,Afghanistan
1,43.298287603603534,-0.03895377685109926,4,Afghanistan
1,43.298287603603534,-0.01605328367328465,5,Afghanistan
1,43.298287603603534,-0.03226060357619176,6,Afghanistan
1,43.298287603603534,-0.017122870427913463,7,Afghanistan
1,43.298287603603534,-0.021321104822167633,8,Afghanistan
1,43.298287603603534,-0.019064403130354145,9,Afghanistan
1,43.298287603603534,-0.011478595469808693,10,Afghanistan
1,49.348534353424036,-0.029802049768856413,1,Afghanistan
1,49.348534353424036,0.0020573755705952136,2,Afghanistan
1,49.348534353424036,-0.02868328697819321,3,Afghanistan
1,49.348534353424036,-0.03681091490792294,4,Afghanistan
1,49.348534353424036,-0.016133312941702897,5,Afghanistan
1,49.348534353424036,-0.032272673596181196,6,Afghanistan
1,49.348534353424036,-0.016500164024395268,7,Afghanistan
1,49.348534353424036,-0.02031407944394362,8,Afghanistan
1,49.348534353424036,-0.018757815459386047,9,Afghanistan
1,49.348534353424036,-0.010531367224078957,10,Afghanistan
1,55.39878110324454,-0.029198248702094823,1,Afghanistan
1,55.39878110324454,0.0011949912076386366,2,Afghanistan
1,55.39878110324454,-0.02764216288103697,3,Afghanistan
1,55.39878110324454,-0.034717939146379787,4,Afghanistan
1,55.39878110324454,-0.016231438041408048,5,Afghanistan
1,55.39878110324454,-0.03221422032634486,6,Afghanistan
1,55.39878110324454,-0.01592154991265757,7,Afghanistan
1,55.39878110324454,-0.019355450935785317,8,Afghanistan
1,55.39878110324454,-0.01848639683760718,9,Afghanistan
1,55.39878110324454,-0.00972458526289701,10,Afghanistan
1,61.44902785306505,-0.02865642583998213,1,Afghanistan
1,61.44902785306505,0.00030142583525962895,2,Afghanistan
1,61.44902785306505,-0.02669092990965722,3,Afghanistan
1,61.44902785306505,-0.03268148510590499,4,Afghanistan
1,61.44902785306505,-0.01634010235752044,5,Afghanistan
1,61.44902785306505,-0.03208621894904715,6,Afghanistan
1,61.44902785306505,-0.01538683609851755,7,Afghanistan
1,61.44902785306505,-0.0184450958678326,8,Afghanistan
1,61.44902785306505,-0.01824792498358775,9,Afghanistan
1,61.44902785306505,-0.009054337614352995,10,Afghanistan
1,67.49927460288556,-0.028177645655068587,1,Afghanistan
1,67.49927460288556,-0.0006175021318433407,2,Afghanistan
1,67.49927460288556,-0.025831337142684565,3,Afghanistan
1,67.49927460288556,-0.030708129816638504,4,Afghanistan
1,67.49927460288556,-0.016452009366258125,5,Afghanistan
1,67.49927460288556,-0.03189081500393057,6,Afghanistan
1,67.49927460288556,-0.014895673877806468,7,Afghanistan
1,67.49927460288556,-0.01758282636406426,8,Afghanistan
1,67.49927460288556,-0.01803998999585569,9,Afghanistan
1,67.49927460288556,-0.008515718869848227,10,Afghanistan
1,73.54952135270607,-0.02776289687805436,1,Afghanistan
1,73.54952135270607,-0.0015556610135452724,2,Afghanistan
1,73.54952135270607,-0.025064841045330626,3,Afghanistan
1,73.54952135270607,-0.028804323599502177,4,Afghanistan
1,73.54952135270607,-0.016560204050677995,5,Afghanistan
1,73.54952135270607,-0.0316313138796801,6,Afghanistan
1,73.54952135270607,-0.01444755053647499,7,Afghanistan
1,73.54952135270607,-0.016768390301237564,8,Afghanistan
1,73.54952135270607,-0.017860008230146846,9,Afghanistan
1,73.54952135270607,-0.008102885116614458,10,Afghanistan
1,79.59976810252657,-0.027413083691689676,1,Afghanistan
1,79.59976810252657,-0.0025066470995968263,2,Afghanistan
1,79.59976810252657,-0.024392584549006575,3,Afghanistan
1,79.59976810252657,-0.02697631940384675,4,Afghanistan
1,79.59976810252657,-0.01665815290115938,5,Afghanistan
1,79.59976810252657,-0.03131214818198297,6,Afghanistan
