,0,1,2
0,0.32766507619422713,0.3373911962189659,0.3682227841408397
1,0.2638196851117879,0.34450863527009745,0.35907433424068647
2,0.2709670276793864,0.3341375485229128,0.3482232486407529
3,0.2785847052290046,0.3288103909634586,0.3480136549608694
4,0.26062207612777927,0.3297926662328717,0.3450031256996709
5,0.25946523161132,0.3432832128524403,0.3632433960763028
6,0.271620329504654,0.3338458930042883,0.3523786497578343
7,0.27200564884161227,0.32853676111079777,0.3509960895851106
8,0.26005729257213633,0.32395574201468225,0.35276219163278333
9,0.27179192463817664,0.33521641910687583,0.3475636683273697
