,0,1,2
0,0.37185871358707917,0.3191016092324262,0.3463727150179373
1,0.31175448736351996,0.3193346110820243,0.33096482048358544
2,0.3271685522007391,0.31242539411806125,0.3135590877975075
3,0.31945380772572335,0.31030814749023977,0.3094924817891144
4,0.3176968654494065,0.3184117852871484,0.3113946096082078
5,0.3175619183980565,0.32461340296867924,0.3325123878734186
6,0.3146779276136106,0.30963859310522884,0.32222852060597046
7,0.31548094199319987,0.31575835865797414,0.3262224069469703
8,0.3072663782278293,0.31644940301858865,0.33317064506046346
9,0.3158908025884441,0.3221465157882549,0.3266486127309322
