"code","country","year","prev_sfi","prev_msfi","n_msfi","n_sfi","oecd_food_aid","oecd_tot_aid","cpi","food_exp_shr_merch","food_imp_shr_merch","food_prod","fdi_netin","gdp","gdp_grw","gdp_pc_grw","gdp_pc","infl","remmit_gdp","pop_growth","pop","log_gdp","log_gdp_pc","gov_score","e_pt_coup","subreg","reg","disast_affect","prec_z","net_dens","food_exp","food_imp","ad_sdg2_aid","ad_sdg2_proj","ad_tot_aid","ad_tot_proj","ad_exc2_aid","ad_exc2_proj","fight","oecd_dnr","social.infrastructure.and.services","health","production.sectors","agriculture..forestry..fishing","agriculture","forestry","fishing","industry..mining..construction","sector.allocable","food.security.policy.and.administrative.management","household.food.security.programmes","food.safety.and.quality","cntr.x","gdp_deflate_2015","gdp_deflate_2020","cntr.y","dod_totl_gd_zs_Central.government.debt..total....of.GDP.","prm_uner_zs_Children.out.of.school....of.primary.school.age.","xpd_chex_gd_zs_Current.health.expenditure....of.GDP.","clc_mdat_zs_Droughts..floods..extreme.temperatures....of.population..average.1990.2009.","exp_gnfs_zs_Exports.of.goods.and.services....of.GDP.","exp_gnfs_kd_zg_Exports.of.goods.and.services..annual...growth.","exp_gnfs_kd_Exports.of.goods.and.services..constant.2015.US..","exp_gnfs_kn_Exports.of.goods.and.services..constant.LCU.","hou_fema_zs_Female.headed.households....of.households.with.a.female.head.","klt_dinv_cd_Foreign.direct.investment..net..BoP..current.US..","gdp_mktp_kn_GDP..constant.LCU.","gdp_defl_zs_GDP.deflator..base.year.varies.by.country.","gdp_defl_zs_ad_GDP.deflator..linked.series..base.year.varies.by.country.","gdp_pcap_pp_kd_GDP.per.capita..PPP..constant.2021.international...","gdp_mktp_pp_kd_GDP..PPP..constant.2021.international...","pov_gini_Gini.index","hiv_incd_tl_p3_Incidence.of.HIV..all..per.1.000.uninfected.population.","mlr_incd_p3_Incidence.of.malaria..per.1.000.population.at.risk.","dst_frst_10_Income.share.held.by.lowest.10.","dst_04th_20_Income.share.held.by.fourth.20.","dst_10th_10_Income.share.held.by.highest.10.","dst_05th_20_Income.share.held.by.highest.20.","dst_frst_20_Income.share.held.by.lowest.20.","dst_03rd_20_Income.share.held.by.third.20.","dst_02nd_20_Income.share.held.by.second.20.","gdp_defl_kd_zg_Inflation..GDP.deflator..annual...","gdp_defl_kd_zg_ad_Inflation..GDP.deflator..linked.series..annual...","dyn_le00_ma_in_Life.expectancy.at.birth..male..years.","dyn_le00_in_Life.expectancy.at.birth..total..years.","dyn_le00_fe_in_Life.expectancy.at.birth..female..years.","dyn_imrt_in_Mortality.rate..infant..per.1.000.live.births.","dyn_mort_Mortality.rate..under.5..per.1.000.live.births.","oda_oatl_kd_Net.official.aid.received..constant.2021.US..","oda_alld_kd_Net.official.development.assistance.and.official.aid.received..constant.2021.US..","oda_odat_kd_Net.official.development.assistance.received..constant.2021.US..","pov_dday_Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","pov_umic_Poverty.headcount.ratio.at..6.85.a.day..2017.PPP.....of.population.","pov_lmic_Poverty.headcount.ratio.at..3.65.a.day..2017.PPP.....of.population.","pov_nahc_Poverty.headcount.ratio.at.national.poverty.lines....of.population.","pov_sopo_Poverty.headcount.ratio.at.societal.poverty.line....of.population.","dst_50md_Proportion.of.people.living.below.50.percent.of.median.income....","gdp_totl_rt_zs_Total.natural.resources.rents....of.GDP.","Var.84","Data.from.database..World.Development.Indicators","Last.Updated..11.13.2024","ec_dwntrn","cntr","e_pt_coup_attempts","e_autoc","e_democ","e_p_polity","e_polcomp","e_polity2","e_regiongeo","e_regionpol","e_regionpol_6C","e_regionpol_7C","Number_of_Events.x","Area.x","Average.dietary.energy.supply.adequacy..percent...3.year.average.","Dietary.energy.supply.used.in.the.estimation.of.prevalence.of.undernourishment..kcal.cap.day.","Prevalence.of.undernourishment..percent...3.year.average.","Prevalence.of.severe.food.insecurity.in.the.male.adult.population..percent...3.year.average.","Prevalence.of.severe.food.insecurity.in.the.female.adult.population..percent...3.year.average.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.male.adult.population..percent...3.year.average.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.female.adult.population..percent...3.year.average.","Number.of.severely.food.insecure.male.adults..million...3.year.average.","Number.of.severely.food.insecure.female.adults..million...3.year.average.","Number.of.moderately.or.severely.food.insecure.male.adults..million...3.year.average.","Number.of.moderately.or.severely.food.insecure.female.adults..million...3.year.average.","Value.of.food.imports.in.total.merchandise.exports..percent...3.year.average.","Percentage.of.children.under.5.years.affected.by.wasting..percent.","Number.of.children.under.5.years.affected.by.wasting..million.","Percentage.of.children.under.5.years.of.age.who.are.stunted..modelled.estimates...percent.","Number.of.children.under.5.years.of.age.who.are.stunted..modeled.estimates...million.","Percentage.of.children.under.5.years.of.age.who.are.overweight..modelled.estimates...percent.","Number.of.children.under.5.years.of.age.who.are.overweight..modeled.estimates...million.","Area.y","Prevalence.of.unaffordability..PUA...percent","Number.of.people.unable.to.afford.a.healthy.diet..NUA...million","country.x","bd_best","bd_high","bd_low","Number_of_Events.y","Category","Total.Four.wheeled.Vehicles.in.Use.Rate.by.Network","Entity","Annual.precipitation","country.y","na_prev","change_msfi","change_sfi","change_abs_msfi","change_abs_sfi","ad_sdg2_aid_gdp","ad_exc2_aid_gdp","ad_sdg2_aid_lag","ad_exc2_aid_lag","ad_sdg2_aid_gdp_lag","ad_exc2_aid_gdp_lag","food_imp_gdp","food_exp_gdp","food_imp_net","food_imp_net_gdp"
"ZWE","Zimbabwe",2018,35.9,67,9.9,5.3,8766.262,508247.278,116.712210556594,25.7519282468474,11.8875690469618,107.82,2.10172108199503,22015177994.7607,5.00986678330221,2.90939513608366,1462.59027890974,10.6188658669575,4.17993938666247,2.02053728777103,15.052184,23.8149979612798,7.2879643063699,-1.2997640132904,0,"Sub-Saharan Africa","Africa",15.7470319695675,-0.28360305499534,0.165231643709078,1124560,844507000,1.00978097231784,190,871073153,1468,10.9995074222387,1278,0,"DAC",351636.962,59647.894,30365.631,29184.178,29165.569,2.97,15.639,1149.684,416174.677,NA,10.458,NA,"Zimbabwe",9.71892906687268,704.945864228018,"Zimbabwe",NA,15.1912002563477,4.67039156,NA,26.1639731327864,-2.91287261402901,4709412832.46306,51332752300,NA,-717078587.24885,226518558200,30.7319129404559,30.7319129404559,3716.9103586886,55947618630.4869,NA,1.96,53.5514207302833,NA,NA,NA,NA,NA,NA,NA,200.769577579654,200.769577579654,58.968,61.414,63.594,37.8,53.4,NA,858429992.675781,858429992.675781,NA,NA,NA,NA,NA,NA,3.37818944674235,NA,NA,NA,1,"Zimbabwe",0,1,5,4,6,4,8,4,4,4,1,"Zimbabwe",93,2068,36.7,34.6,37.1,65.4,68.6,1.3,1.7,2.5,3.2,20,NA,NA,23.8,0.5,3.3,0.1,"Zimbabwe",NA,NA,"Zimbabwe (Rhodesia)",4,4,4,2,NA,NA,"Zimbabwe",692.6995,"Zimbabwe",0,-0.00449775112443774,0.0217983651226159,-0.0312500000000001,0,0.00458674907174566,0.0499632908934753,1.5781556368484,9.42596630584774,0.00752762086357908,0.0449607750760192,0.0383602167650419,5.10811223178677e-05,843382440,3.8309135642724
"AFG","Afghanistan",2019,17.3,57.6,21.1,6.3,10500.255,3361871.849,149.895975208032,63.8521064680169,26.9158389109364,109.41,0.124495985291258,21118473702.3471,3.91160341625552,0.932833385632875,559.140953983718,2.30237251516819,4.40742759471936,2.90852909268743,37.769499,23.7734140252917,6.3264015951867,-1.35995700359344,0,"Southern Asia","Asia",16.427852913537,1.25567916204961,0.207174937559242,722854,2440649000,271.904336564334,214,4509919984,2434,3600.0402579725,2220,1,"DAC",2222793.665,108936.844,150457.681,126270.113,122991.974,3252.15,25.989,7251.952,2764244.413,614.954,1295.126,NA,"Afghanistan",94.8324703031589,110.457895899583,"Afghanistan",NA,NA,14.83131981,NA,NA,NA,NA,NA,NA,2916492.92940283,1423097453800,103.267439582288,103.267439582288,2933.9585984536,110814146350.335,NA,0.03,14.1792036951249,NA,NA,NA,NA,NA,NA,NA,6.52147984832531,6.52147984832531,60.619,63.565,66.677,48.8,63.6,NA,4509450195.3125,4509450195.3125,NA,NA,NA,NA,NA,NA,0.682287828246046,NA,NA,NA,1,"Afghanistan",0,NA,NA,NA,NA,NA,14,8,6,7,7,"Afghanistan",107,2228,22.6,14.1,20.4,52.4,62.8,1.4,2.1,5.3,6.4,323,NA,NA,36.1,2.3,4.1,0.3,"Afghanistan",NA,NA,"Afghanistan",382,440,342,130,NA,NA,"Afghanistan",434.8305,"Afghanistan",0,-0.0607734806629835,0,-0.0932642487046633,-0.0161290322580645,1.28751888226711,17.0468771025455,330.200688716885,3032.03364897973,1.6247236186349,14.9188564722131,0.115569384151505,3.42285152889464e-05,2439926146,11.5535155636216
"AGO","Angola",2019,24,70.1,21.9,7.5,NA,102134.517,379.597607073274,0.328761554211687,19.7878114318642,110.28,-5.78081314286635,86262880684.9456,-0.702272957616017,-4.01711416103254,2666.25391548367,17.080954143438,0.00485976371509549,3.39527779197097,32.353588,25.1806652229823,7.88842973832032,-0.967850625514984,0,"Sub-Saharan Africa","Africa",9.71232704707497,-1.18941469461248,0.06,89623,2966659000,22.7531201518051,61,881981098,716,326.356184725614,655,0,"DAC",78073.568,25133.059,3793.245,3076.736,3041.226,5.981,29.529,700.352,90024.664,125.698,NA,NA,"Angola",859.02869588617,2170.22881322863,"Angola",NA,NA,2.47517991,NA,40.7907550532833,-17.4151716389871,20879866285.4189,479623704600,NA,1749052912.30147,1.54799e+12,1959.34269601225,1959.34269601225,8280.18039135071,267893544947.44,NA,0.59,242.426898679677,NA,NA,NA,NA,NA,NA,NA,19.1870038271785,19.1870038271785,59.977,62.448,64.922,49.9,74.2,NA,21299999.2370605,21299999.2370605,NA,NA,NA,NA,NA,NA,28.8978590593907,NA,NA,NA,0,"Angola",0,NA,NA,NA,NA,NA,7,4,4,4,3,"Angola",114,2427,15.7,23,25.1,67.5,72.7,1.9,2.2,5.6,6.4,7,NA,NA,41.4,2.4,3.6,0.2,"Angola",66.8,21.6,"Angola",1,3,1,2,"Angola",NA,"Angola",1062.6794,"Angola",0,-0.0541353383458646,-0.142857142857143,-0.08955223880597,-0.171875,0.0263764900628642,0.378327482382082,16.6670182038412,99.8842966231572,0.0191855061073134,0.114977421843016,0.0343909103944141,1.03895208794761e-06,2966569377,3.43898714423262
"ALB","Albania",2019,10,37.1,1.1,0.3,NA,185432.687,119.049258384382,10.3757395871398,14.9471165333016,104,7.79792048386519,12967696312.7715,2.08771199649604,2.52354084280566,4543.38771048312,1.41109078954246,9.56258192659504,-0.426007367032238,2.854191,23.2857272029047,8.42142820450913,-0.127495360374451,0,"Southern Europe","Europe",1e-20,0.0826113776683645,0.14,108154,511092000,20.6902726864227,55,498315562,1173,457.076069728336,1118,0,"DAC",131738.242,4624.106,11641.929,3388.421,3388.421,NA,NA,7463.626,173383.945,NA,9.29,NA,"Albania",105.880870312261,110.434914958701,"Albania",75.374684957684,2.19484996795654,6.86214113,NA,31.3042698874727,2.63578860508433,4179782524.50936,518309246700,NA,-1161056359.18126,1542707988600,109.671009828334,109.671009828334,15211.4433111205,43416364595.6103,30.1,0.03,NA,3.5,22.7,23.6,38.8,8.5,17,13,1.25702482876329,1.25702482876329,77.168,79.282,81.666,8.3,9.4,NA,29399999.6185303,29399999.6185303,0,14.9,1.2,21.8,15.8,8.6,1.63497378546365,NA,NA,NA,1,"Albania",0,NA,NA,NA,NA,NA,3,1,1,1,NA,"Albania",136,3375,4.2,9.1,11,33.6,40.7,0.1,0.1,0.4,0.5,18,NA,NA,10.3,NA,14.3,NA,"Albania",15.3,0.4,NA,NA,NA,NA,NA,"Albania",154.93,"Albania",1282.0195,"Albania",0,0.038860103626943,0.0909090909090909,0,0,0.159552415381948,3.52472836118297,27.5058353573075,904.667028299601,0.216538676604751,7.1219578875253,0.0394127058247532,8.34026317330414e-06,510983846,3.94043655615799
"ARG","Argentina",2019,12.9,35.8,15.9,5.7,15.433,58433.364,153.262025294598,58.7656103546231,6.48775553466309,112.42,1.48500687570697,571450737224.442,-2.00086100285785,-2.96956249866219,12716.2242038544,3.69488902032261,0.125380809015097,0.993397493293046,44.938712,27.0714441173836,9.45063395350898,-0.107364508509636,0,"Latin America and the Caribbean","Americas",11.1617070357131,-1.14031605049198,0.07,36234233,3190809000,2.2986090532433,63,2536307156,896,478.197293433866,833,0,"DAC",44047.268,2108.545,3572.45,1631.371,1517.86,63.296,50.215,1641.113,54710.785,NA,NA,NA,"Argentina",825.310738210731,4356.4191087013,"Argentina",NA,0.620029985904694,10.04194355,NA,17.9248783778462,9.75102540356465,76008924331.3521,161344337000,NA,-5126459686.19073,693223803600,3109.88226850322,3109.88226850322,26656.7939194468,1197921984789.37,43.3,0.1,0,1.6,22.8,31.3,48.3,4.6,14.9,9.5,49.1955790596612,49.1955790596612,73.857,77.284,80.681,9.2,10.3,NA,12680000.3051758,12680000.3051758,1.1,12,3.4,35.5,25,21.2,2.16668838721926,NA,NA,NA,0,"Argentina",0,NA,NA,NA,NA,NA,18,2,2,2,4,"Argentina",134,3270,3.5,10.3,15.5,31.2,40.3,1.7,2.7,5.1,6.9,5,NA,NA,8.6,0.3,11.8,0.4,"Argentina",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,"Argentina",693.6649,"Argentina",0,-0.108359133126935,-0.151785714285714,-0.119718309859155,-0.163265306122449,0.000402240981332483,0.0836812803421146,3.84340669382371,549.172408069674,0.000659112889835408,0.0941785873148286,0.00558369915751248,6.34074481660327e-05,3154574767,0.552029170934644
"ARM","Armenia",2019,1.1,14.8,0.4,NA,NA,167161.601,129.176007326748,31.6843843667317,16.4434924170623,81.27,0.736361516844353,12867495497.6469,7.59999999853918,8.20864949959488,4561.96779894751,1.44344660770698,11.2189210772298,-0.564065542556681,2.820602,23.27797023959,8.42550934428095,-0.0666263841092587,0,"Western Asia","Asia",1e-20,-1.58989203647254,0.27,733671,856333000,14.651073778458,55,964431025,960,875.665960321741,905,0,"DAC",59520.564,1476.999,8543.436,7226.956,7226.956,NA,NA,1114.517,157262.268,NA,NA,NA,"Armenia",107.037508479879,115.94779169987,"Armenia",50.0284206863703,3.44456005096436,11.38,NA,41.3508013620849,15.9999999981531,5529246349.62736,2512296893400,NA,-233282275.296815,5745286629800,113.890258600166,113.890258600166,17031.1183072476,48038006359.6591,30,0.18,0,3.7,21.7,25.2,39.2,8.9,17,13.2,1.06562263923419,1.06562263923419,70.403,75.439,79.856,10.6,11.9,NA,454640014.648438,454640014.648438,1,52.1,9.8,26.4,20.6,7.3,2.20100166948291,NA,NA,NA,1,"Armenia",0,NA,NA,NA,NA,NA,10,1,1,7,NA,"Armenia",131,3230,NA,1,1.2,13.3,16.3,NA,NA,0.1,0.2,25,NA,NA,8.5,NA,11.4,NA,"Armenia",53.3,1.5,NA,NA,NA,NA,NA,"Armenia",NA,"Armenia",745.9784,"Armenia",0,0.134502923976608,0.0833333333333332,0.2,NA,0.113861114473576,6.80525561856132,59.3971553636179,417.984949894948,0.496688257494026,3.49525520458197,0.0665500912867309,5.70173892918142e-05,855599329,6.64930738974391
"AZE","Azerbaijan",2019,NA,9.6,1,NA,NA,185118.815,156.891564325,3.91366853510777,13.7871291193488,121.46,3.12183056112494,53614408373.9591,2.50000006743734,1.63585048130741,5348.45318851823,2.61057182799215,2.64699324657026,0.846646726414021,10.024283,24.7050836818464,8.5845626744443,-0.668090599775314,0,"Western Asia","Asia",1e-20,-1.47780043644285,0.23,896471,1909805000,8.70117685266772,50,974211801,816,696.934188175328,766,0,"DAC",108171.665,477.174,4637.235,1722.542,1722.542,NA,NA,2651.344,178024.734,NA,NA,NA,"Azerbaijan",180.703738380863,249.48255592103,"Azerbaijan",NA,8.45024967193604,4.18,NA,49.0506275016423,NA,NA,NA,NA,927801000,30398592300,269.407869916397,269.407869916397,20122.7128524509,201715768360.705,NA,0.06,0,NA,NA,NA,NA,NA,NA,NA,-0.241307927446329,-0.241307927446329,70.23,73.102,75.832,18.4,20.7,NA,129389999.389648,129389999.389648,NA,NA,NA,NA,NA,NA,23.4349054129318,NA,NA,NA,1,"Azerbaijan",0,NA,NA,NA,NA,NA,10,1,1,7,NA,"Azerbaijan",132,3269,NA,NA,NA,9.7,9.6,NA,NA,0.4,0.4,8,NA,NA,14.2,0.1,10.3,0.1,"Azerbaijan",0.7,0.1,NA,NA,NA,NA,NA,"Azerbaijan",73.31,"Azerbaijan",521.47156,"Azerbaijan",0,-0.129411764705882,NA,-0.111111111111111,NA,0.0162291762915245,1.29990092087603,7.10480120385456,1052.61151644119,0.0135829555143974,2.01238218938571,0.0356211148816408,1.67207104804205e-05,1908908529,3.56043941711603
"BEN","Benin",2019,14.8,65.8,7.9,1.8,26238.607,321741.277,110.720040198148,29.0248887182847,38.4400102736487,117.25,1.516310805054,14179807374.6843,6.86568662848335,3.82450687770586,1153.72620994687,0.732849371240975,1.50786975775636,2.88707408493347,12.290444,23.3750847736622,7.05075216584011,-0.376574317365885,0,"Sub-Saharan Africa","Africa",1e-20,1.14914375688354,0.05,684616,1558982000,108.375550209447,232,723713268,1650,591.005546672456,1418,0,"DAC",192251.898,38390.14,30686.372,25965.597,24753.239,28.123,1184.235,4675.492,265444.427,3.388,NA,133.488,"Benin",100,103.479100482781,"Benin",NA,10.2229499816895,2.50914454,NA,29.6305271935478,8.61455786939371,3898480205.13965,2304827101700,NA,-191058357.410859,8383267995300,100.584253198484,100.584253198484,3397.58398092032,41757815652.7983,NA,0.17,401.714779384699,NA,NA,NA,NA,NA,NA,NA,-0.39755379308734,-0.39755379308734,59.05,60.454,61.858,57.9,88.3,NA,647039978.027344,647039978.027344,NA,NA,NA,NA,NA,NA,2.46799590195586,NA,NA,NA,1,"Benin",0,NA,NA,NA,NA,NA,6,4,4,4,NA,"Benin",120,2687,11.4,14.5,15.2,65.4,66.3,0.5,0.5,2.2,2.3,52,NA,NA,31.9,0.7,1.9,NA,"Benin",63.2,8,"Benin",1,1,1,1,"Benin",4.15,"Benin",1217.6688,"Benin",0,0.00754147812971342,-0.0277777777777778,-0.025974025974026,-0.0588235294117648,0.764294939597933,4.1679377656963,96.6568938719914,611.169121799531,0.728451738311209,4.60605748170036,0.109943806626267,4.82810507865057e-05,1558297384,10.989552557548
"BFA","Burkina Faso",2019,6,39.1,8,1.2,22977.931,603009.378,108.359022934412,9.89528813450804,10.7388765383673,119.25,1.0164787374761,15030172259.3475,5.8892049704591,3.06445360445527,717.374533770247,-3.2333893398333,2.91434713990908,2.70387556725288,20.951639,23.43332550168,6.57559806651753,-0.418783098459244,0,"Sub-Saharan Africa","Africa",1e-20,0.503373038608457,0.06,677909,560105000,224.539038195264,500,1582016469,2510,1181.07888454374,2010,1,"DAC",316182.967,79430.148,86303.23,80785.849,69323.671,11451.942,10.236,5207.37,474069.216,213.315,256.614,NA,"Burkina Faso",100,112.549537353455,"Burkina Faso",47.0623633767648,25.6603393554688,5.31868935,NA,29.2576956603939,0.139532988059244,3969250044.50775,2346667058600,NA,-146535904.034235,8886013662681.35,105.714467213248,105.714467213248,2386.18665814007,49994521447.9672,NA,0.12,356.663249273088,NA,NA,NA,NA,NA,NA,NA,0.512900505072309,0.512900505072309,58.173,60.039,61.822,53.8,87.3,NA,1216619995.11719,1216619995.11719,NA,NA,NA,NA,NA,NA,8.32797318460633,NA,NA,NA,1,"Burkina Faso",0,NA,NA,NA,NA,NA,6,4,4,4,NA,"Burkina Faso",119,2630,14.5,6.2,5.8,40.2,38,0.3,0.3,2.2,2.2,13,8.1,0.3,23.9,0.8,2,0.1,"Burkina Faso",58.8,12.3,"Burkina Faso",868,971,435,132,"Burkina Faso",27.06,"Burkina Faso",645.53973,"Burkina Faso",0,-0.00514138817480727,-0.0169491525423728,-0.0389610389610389,0,1.49392192132475,7.85805288298816,219.602278823357,1168.23373430447,1.54712203646533,8.23033423773555,0.0372653746301319,4.51032089521394e-05,559427091,3.72202714211797
"BGD","Bangladesh",2019,10.6,31.5,51.6,17.4,84742.287,2580594.882,179.679821747048,NA,NA,111.94,0.543244140738821,257958322599.367,7.88191515117722,6.68766272688883,1558.50779749774,5.59199639930629,5.22841812859815,1.1131724900167,165.516222,26.2760638685065,7.35148410240164,-0.818839311599731,0,"Southern Asia","Asia",15.8442507352946,-0.903870230525232,3.2,0,0,290.933552303777,414,6817445065,3395,4166.15592491654,2981,0,"DAC",675252.648,164646.083,114874.801,81482.7,78890.904,2398.967,192.829,31983.08,1923260.291,NA,4305.101,NA,"Bangladesh",78.216208822529,119.63742472873,"Bangladesh",NA,NA,2.25762248,NA,13.0947573353039,11.4564733885721,40135512497.0596,3.35453e+12,NA,-1884983625.06933,2.5617358e+13,115.212056606306,115.212056606306,6813.40618618904,1127729250889.44,NA,0.01,1.18860442188651,NA,NA,NA,NA,NA,NA,NA,3.65813755162172,3.65813755162172,70.713,72.806,75.09,26.7,32.2,NA,4694339843.75,4694339843.75,NA,NA,NA,NA,NA,NA,0.637717563815013,NA,NA,NA,1,"Bangladesh",0,NA,NA,NA,NA,NA,14,8,6,7,2,"Bangladesh",110,2514,12.8,10.7,10.5,31.5,31.6,6.2,6.3,18.2,18.8,20,9.8,1.4,29.9,4.4,2.2,0.3,"Bangladesh",58.5,96.5,"Bangladesh",0,1,0,1,"Bangladesh",2.75,"Bangladesh",1995.7064,"Bangladesh",0,0,0.0862068965517241,-0.0137524557956779,0.0744680851063831,0.112783161780604,1.6150500138687,259.919815466838,3738.74889859512,0.108702239942275,1.56359906276885,0,0,0,0
"BIH","Bosnia and Herzegovina",2019,1.5,9.2,0.3,NA,NA,235080.106,130.010741799407,6.8996562268238,16.1864788481885,105.39,2.18661377542075,18679105433.9912,2.88734334414875,4.09411575032696,5558.08143990697,1.60547073871588,11.3880540280351,-1.16608133465016,3.360711,23.6506713796278,8.62300826293115,-0.390075609087944,0,"Southern Europe","Europe",6.63200177739563,0.292313171377886,0.17,468835,1797658000,16.373023347384,54,930606617,1438,839.730634487845,1384,0,"DAC",131944.773,4533.097,9282.293,2082.96,2042.83,40.13,NA,3022.752,209364.742,NA,NA,NA,"Bosnia and Herzegovina",100,108.702562882766,"Bosnia and Herzegovina",40.2659671523858,NA,8.93,NA,40.0400711149533,0.504389421353551,7595578772.11805,13394742400,NA,-425945182.441337,32940453000,108.635054290237,108.635054290237,17191.2893321712,57774955162.8103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47150468459363,2.47150468459363,75.208,77.241,79.22,5.5,6.3,NA,495399993.896484,495399993.896484,NA,NA,NA,NA,NA,NA,0.800756928062343,NA,NA,NA,1,"Bosnia and Herzegovina",0,NA,NA,NA,NA,NA,3,1,1,1,2,"Bosnia and Herzegovina",133,3341,NA,1.7,1.3,9.9,8.4,NA,NA,0.1,0.1,24,NA,NA,8.3,NA,10.7,NA,"Bosnia and Herzegovina",5.6,0.2,NA,NA,NA,NA,NA,"Bosnia and Herzegovina",117.27,"Bosnia and Herzegovina",1278.3286,"Bosnia and Herzegovina",0,-0.0574712643678161,-0.153846153846154,0,NA,0.0876542155899459,4.49556129684749,11.7807525971683,741.05799958808,0.0648901705491545,4.08185976094976,0.0962389770940915,2.50994353908855e-05,1797189165,9.62138776587007
"BLZ","Belize",2019,NA,43.9513400871374,NA,NA,15.994,9131.821,106.160082270615,89.8079469011395,20.2207696125132,96.99,3.93457925829276,2269658667.06214,4.23623453555723,2.35320727344789,5833.17356188628,0.187069385181424,4.05635391797557,1.82301611890652,0.389095,21.5428952902005,8.67131648147748,-0.347206988930702,0,"Latin America and the Caribbean","Americas",1e-20,-2.7474886697882,0.2,0,0,8.69865387049248,28,69115748,270,57.3884343845739,242,0,"DAC",3973.726,1567.97,97.644,49.328,25.868,3.635,19.825,42.89,7497.933,NA,NA,NA,"Belize",100.048478366816,104.633531316977,"Belize",NA,0.940339982509613,4.81374073,NA,51.8967694718585,6.06176189105297,1139714337.1968,2236995839.40456,NA,-91791684.7309233,4537117813.50779,105.211835981004,105.211835981004,11688.6668471641,4548001826.89732,NA,0.41,0,NA,NA,NA,NA,NA,NA,NA,-0.130661894485968,-0.130661894485968,71.062,73.931,77.247,11.1,12.8,NA,38770000.4577637,38770000.4577637,NA,NA,NA,NA,NA,NA,0.584709328866043,NA,NA,NA,1,"Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belize",123,2865,4.9,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,13.2,NA,6.6,NA,"Belize",62.8,0.2,NA,NA,NA,NA,NA,"Belize",NA,"Belize",1149.1761,"Belize",1,-0.443891426139459,NA,NA,NA,0.383258240401058,2.5285050663084,10.0455613723412,51.8808018887419,0.461351967344094,2.38267520665019,0,0,0,0
"BRA","Brazil",2019,1.1,14.2,29.9,2.2,55.702,587332.436,167.397860280061,34.5257195124328,5.39026493215019,109.12,3.69267321290613,1819683217790.43,1.22077782360842,0.448280407148658,8592.21120694388,3.73297621216894,0.17154977369807,0.766107802084815,211.782878,28.2296835457086,9.05861139826028,-0.137029129266739,0,"Latin America and the Caribbean","Americas",16.122980998193,-1.31151993053162,0.19,80103801,9633656000,94.1689916303718,189,3085996505,2272,2280.48683078303,2083,1,"DAC",187628.421,8070.334,99644.346,69256.179,57083.911,10789.045,1383.223,28783.04,533343.42,NA,2.698,NA,"Brazil",145.816789378239,189.496978107014,"Brazil",92.5652531882782,4.19332981109619,9.61449146,NA,14.1229191903622,-2.56142103723471,249420584392.492,511916257600,NA,-46354807251.47,4151724504300,177.977392101691,177.977392101691,17650.4413769944,3738061272790.16,53.5,0.23,4.15543161082998,0.9,19.5,42,57.8,3.1,12.2,7.3,4.22425886899158,4.22425886899158,72.203,75.338,78.469,13.2,14.8,NA,304959991.455078,304959991.455078,5.4,26.2,10.8,NA,29.3,24.1,3.21717303299592,NA,NA,NA,1,"Brazil",0,NA,NA,NA,NA,NA,18,2,2,2,8,"Brazil",133,3282,NA,0.7,1.5,12.1,16.4,0.5,1.2,9.7,13.9,4,3.4,0.5,7.1,1,9.4,1.4,"Brazil",26.3,54.6,"Brazil",47,50,47,40,"Brazil",46.71,"Brazil",1668.2883,"Brazil",0,0.0838709677419355,-0.222222222222222,0.0743034055727554,-0.222222222222222,0.00517502116355821,0.125323287508918,80.3570462532744,2993.47037209249,0.0044699003902672,0.166513268074787,0.00529413905992812,4.40207395533751e-05,9553552199,0.525011832037474
