"country","year","change_msfi","ad_sdg2_aid_lag","ad_sdg2_aid","ad_exc2_aid_gdp","infl","food_prod","food_imp_net_gdp","log_gdp","log_gdp_pc","gdp_pc_grw","gov_score","e_pt_coup","disast_affect","fight","prec_z","net_dens"
"Jamaica",2017,0.0186335403726708,8.57114783345883,43.3392217916628,1.4238600718261,4.37839864991561,102.86,6.39909467602934,23.399308780374,8.55119184207652,0.792818276894394,0.189617247134447,0,1e-20,0,1.28505730430393,2.05
"Kenya",2017,-0.0808678500986192,241.078836297375,281.872233724743,3.08414326694154,8.00564967709945,90.64,4.49891841170902,25.0524133311326,7.34614146416019,1.60314661619574,-0.455233976244926,0,15.0466120296785,1,-0.831860982923902,0.28
"Cambodia",2017,0.0715746421267894,74.1058720259554,73.9380506372426,4.69669088429283,2.91263557371478,109.12,6.66995046606272,23.7510739202238,7.17361296436114,5.60387545950492,-0.953047525882722,0,1e-20,0,1.21560562735285,0.35
"Libya",2017,-0.0618556701030927,3.75082141452293,4.24606535146296,0.28842083905483,25.8036184788338,98.12,4.48480875438006,24.87563308607,9.207227038436,30.4963013785997,-1.6866660118103,0,1e-20,0,0.957355644635874,0.324371962641554
"Sri Lanka",2017,0.016949152542373,29.7029505067981,36.182807383115,0.976437159795273,7.70413767850602,88.82,3.11368263802514,25.2794803067799,8.39559998015814,6.05814482142807,-0.172248687967658,0,14.3994726964577,0,-0.139298925653209,0.5
"Moldova",2017,-0.082901554404145,67.6197629835011,43.8877380511336,3.31016453037692,6.57022997455597,115.78,7.4670988649113,22.8634114918664,8.03441489110945,5.99041199822246,-0.378022933006287,0,1e-20,0,-0.190892646273997,0.4
"Maldives",2017,0,1.87658229423819,5.35876634211983,1.61365649274451,2.81747338234509,101.39,9.93570859394476,22.2732445304806,9.20757426342194,2.93271651568628,-0.613503229618073,0,1e-20,0,0.399175261995866,0.222562561018703
"Mexico",2017,0.0522088353413653,25.0417424533561,119.693443017556,0.207872846062026,6.04145724018986,107.85,2.04989779424836,27.8604744264673,9.23408721332634,0.777009685996944,-0.301783649623394,0,6.68461172766793,0,-0.0135610040624728,0.2
"North Macedonia",2017,0.0927152317880795,6.33698438303099,6.14887491953871,2.87806117652065,1.35161889677442,83.71,7.80997056345894,23.0711258147564,8.61446846265562,1.48936718625188,-0.0699591606855391,0,7.70526247486633,0,0.142805997406646,0.57
"Montenegro",2017,0.103174603174603,2.48297482509677,20.2414803163387,4.58493979018062,2.3802359905313,97.82,13.2055226887891,22.1983023948509,8.8570075244083,4.70468752737763,0.0849986642599106,0,5.29831736654804,0,-0.400237214248529,0.65
"Mauritania",2017,-0.110266159695817,38.6837309199483,31.6477888383888,4.65699077832706,2.25427651934813,103.34,7.71309888763286,22.615804496866,7.37477525886583,3.50841555414037,-0.764087331295013,0,15.1748894252228,0,-1.36102115433199,0.124718886161938
"Mauritius",2017,-0.276923076923077,1.01559211788191,0.141713068510082,0.853212439495883,3.66699702675916,97.65,7.96328587642046,23.2853015325403,9.23480818444976,3.84430800639895,0.724594855308532,0,1e-20,0,0.680400656786267,1.3
"Malawi",2017,-0.0140845070422536,225.89377790326,243.675066125554,7.92667738375883,11.5433939188771,116.56,3.19860940592259,23.0084971898766,6.30923859584045,1.23415859863351,-0.525964083895087,0,15.7259298635318,0,1.0743515157597,0.150909660726583
"Malaysia",2017,0.132183908045977,1.84905293917127,3.32773220647461,0.0420388921880053,3.87120115774237,101.08,5.11568478571144,26.5315924795711,9.25110236726652,4.32563033470905,0.286152837891131,0,10.7574985436398,0,1.31530269943049,0.72
"Namibia",2017,-0.018796992481203,3.05785820034966,4.48034386813356,4.31289540493199,6.14579981111164,104.94,7.94438932853052,23.1411875847536,8.4650960644295,-2.75101363036156,0.238900609314442,0,7.82484569102686,0,0.694563997620091,0.05
"Nigeria",2017,-0.115273775216138,179.605291113819,478.265636004737,0.585272560519312,16.5022662139641,109.08,0,26.9155548707601,7.83478795300447,-1.70987309225109,-0.85786156654358,0,9.25913053614561,1,-0.466974081258991,0.94532859658769
"Nepal",2017,-0.0576271186440678,93.918792187633,120.86204128082,3.93622686107745,3.62709610696607,105.83,7.67407741094506,24.006532185848,6.85228755321738,7.73126907720822,-0.670757824182511,0,14.3497405502563,0,0.324999553072756,0.21
"Pakistan",2017,0.141843971631206,243.602893110597,244.619184774361,1.13067495155182,4.08537368032608,105.47,2.31710690561333,26.5339667648383,7.34142168003311,3.05478922007623,-0.695583236217499,0,11.0511598102429,1,-0.369833376683897,0.35
"Peru",2017,-0.145161290322581,73.3946152475421,196.735505212493,0.567892594200772,2.99490045809443,103.96,2.44850347525268,26.0329005141669,8.76405924308292,0.985513944113038,-0.13284672498703,0,14.5987292202803,0,1.57782615476315,0.13
"Paraguay",2017,-0.27710843373494,24.753683171794,39.5569249705221,1.08403656664382,3.60247741348943,110.54,2.67099497124653,24.4014154674364,8.73659943486072,3.34581598704227,-0.510677392780781,0,1e-20,0,0.121539858844253,0.19
"Senegal",2017,0.0487179487179487,181.176397378022,212.1719880145,5.8598018594678,1.3181531484778,134.25,9.88111817490441,23.7341278008937,7.20010245378804,4.52749063133484,-0.105022776126861,0,1e-20,0,-0.784057157219451,0.24
"Sierra Leone",2017,-0.0751978891820581,26.6275848802467,40.1714646479117,7.81989467455929,18.2215094003386,84.47,0,22.2690474183254,6.41523442076653,1.27194946638203,-0.753065836429596,0,1e-20,0,0.715061580715797,0.182139846561777
"El Salvador",2017,0.014218009478673,24.5166525694832,40.754109267974,1.61930096056145,1.0123540331558,104.04,7.47172959546708,23.9249356735953,8.27418255574183,1.98421127831776,-0.361858892440796,0,1e-20,0,0.350661157656233,0.543174746671424
"Serbia",2017,-0.12280701754386,6.73039223403099,13.0801366572412,6.15500329598036,3.13106248590115,90.75,3.9824298123881,24.4571414294538,8.6927454386981,2.64598586238259,-0.0942743532359599,0,1e-20,0,-0.692498453939329,0.5
"Chad",2017,-0.0500736377025036,136.554672869347,133.582037804169,5.98468038030907,-1.53709962980849,108.64,17.0156052733314,23.0217009586236,6.49243092850571,-6.16090513543264,-1.37840161323547,0,14.4503928303922,0,-0.832567803441197,0
"Togo",2017,-0.0298013245033113,9.86475525199281,14.2214511339571,6.18588814227699,-0.981889868943119,105.89,4.44816740342826,22.5539987860796,6.67761870873671,1.4725493020598,-0.818667471408844,0,9.68408698750075,0,-0.404661221721295,0.02
"Tajikistan",2017,-0.282722513089005,16.5492135505873,19.07238712293,3.76440168976611,2.66269505150022,131.87,6.76140773355493,22.9713898521417,6.96696414471235,4.69765772352821,-1.34702243804932,0,6.5510803350434,0,-0.36679139084269,0.1
"Tunisia",2017,-0.0659340659340659,31.3645383149334,66.2909385093856,3.70614884740317,5.30884839565844,93.75,4.63849337203949,24.5803460528833,8.29576668758435,1.14914304799336,-0.0633187264204024,0,7.60090245954208,0,-0.0893023452152904,0.13
"Tanzania",2017,-0.124744376278119,225.126199489153,250.798603182193,4.22049831699708,5.31871605228931,96.03,1.45358996272991,24.714032129639,6.898666185434,3.24006236069334,-0.505505645275116,0,1e-20,0,0.0895709153768586,0.16
"Uganda",2017,-0.0754147812971342,236.029496813235,273.859179575065,4.71376656355562,5.20971705914209,103.98,2.6581264651012,24.2785646629916,6.77100256231036,-0.412239332308602,-0.574571436643601,0,2.63905732961526,0,-0.98047166004283,0.111548484426851
"Ukraine",2017,-0.126262626262626,106.577675343413,83.1239387956247,0.906774979819808,14.4383227488749,100.01,3.86752820323807,25.28190780631,7.71723500798643,2.81064547083641,-0.473235737346113,0,1e-20,0,-0.877621198452193,0.29
"Zimbabwe",2017,-0.0309119010819165,2.61869745862989,1.5781556368484,0.0449607750760192,0.893962316050027,106.59,3.92330162704893,23.7661138321604,7.25928555012823,1.97484556825425,-1.35123105049133,1,16.2314243362653,0,1.77658690925717,0.205330796730869
"Afghanistan",2018,-0.0947580645161289,328.921351915558,330.200688716885,14.9188564722131,0.626149149168983,96.19,0,23.7350436407167,6.31711650153857,-1.68857659163658,-1.36761367321014,0,16.4184964958179,1,-1.21462542417111,0.07
"Albania",2018,0.0102564102564102,22.4090651621243,27.5058353573075,7.1219578875253,2.02805963071136,106.02,3.81410644783971,23.265065023595,8.39650595152905,4.27631155105293,-0.0869207367300987,0,6.68461172766793,0,1.31227109436893,0.14
"Argentina",2018,-0.247104247104247,78.9223670368073,3.84340669382371,0.0941785873148286,1.55552636526047,97.51,0.761263380695814,27.0916556104831,9.48077942154147,-3.60160975657155,0.0106408178806305,0,11.0575345480923,0,-0.683828066813702,0.461509182289709
"Azerbaijan",2018,-0.103896103896104,8.64125651831871,7.10480120385456,2.01238218938571,2.26854690373999,113.33,3.14558289801761,24.6803910685981,8.56833652846015,0.624486167739661,-0.68803777396679,0,1e-20,0,-0.468078275001975,0.23
"Benin",2018,-0.0391849529780564,164.813434504467,96.6568938719914,4.60605748170036,0.919170717886054,109.45,17.6627745689782,23.308682178848,7.01322031187522,3.62426254503761,-0.371898257732391,0,1e-20,0,0.455334798630132,0.05
"Bangladesh",2018,0.012539184952978,197.676556994396,259.919815466838,1.56359906276885,5.54362139486476,110.54,0,26.2001968037742,7.28674876256956,6.08023776882422,-0.786084401607513,0,9.5468126085974,0,-1.37017544215116,3.01
"Bosnia and Herzegovina",2018,0.155339805825243,36.0183232682616,11.7807525971683,4.08185976094976,2.14100001835113,114.96,10.1642632278511,23.6222069299119,8.58288299986876,5.04583814593265,-0.380450570583343,0,1e-20,0,0.571699667353067,0.2
"Brazil",2018,0.00641025641025639,464.905033058399,80.3570462532744,0.166513268074787,3.66485028376729,107.51,0.527446558213487,28.2175496814549,9.05413861202746,0.978938492697395,-0.243719989061356,0,7.13089883029635,0,-0.0302985994592674,0.19
"Botswana",2018,-0.0389105058365759,4.66784902210673,5.91272057930505,0.751217381077114,3.23801558947715,89.17,4.83523600894582,23.479145393176,8.76697187392212,2.08134612425246,0.488839900493622,0,8.34877453979127,0,-0.512624103724325,0.06
"Cote d'Ivoire",2018,-0.0364145658263305,40.7725865707858,74.9724692867492,2.57498876787097,0.359409031380677,114.55,4.48668717916524,24.7359348207936,7.68198160316769,2.1866084962458,-0.455757465958595,0,10.1266311038503,0,1.45986772563829,0.0849290994267733
"Cameroon",2018,-0.0488245931283907,152.86969648293,132.953918678323,4.56098649231074,1.0688581131292,107.35,3.34656247655195,24.3135014526508,7.27604989227844,1.12179521442972,-1.01294573545456,0,1e-20,1,-0.823138274053335,0.27
"Colombia",2018,-0.116591928251121,130.114600807335,116.292202812784,1.20147955577195,3.24056932930569,75.57,1.92881164748555,26.4645984458586,8.75163123859012,0.638439615993107,-0.0931950688362122,0,11.0020998412042,1,-1.52635215209556,0.19
"Costa Rica",2018,-0.0620155038759689,113.039470983034,3.32670186641334,0.90811025923445,2.22111461526581,105.42,3.03960332466033,24.8642200780232,9.43115781365871,1.66130830846163,0.583442384004593,0,11.7375878622537,0,-0.619263650849454,0.87
"Dominican Republic",2018,-0.00740740740740738,21.947721022929,30.997091533437,0.731763498435209,3.56443426013508,113.77,3.58698441745713,25.1658392652981,8.9739792512129,5.80704982687432,-0.297746488451958,0,8.90788301394225,0,-1.04347516095973,0.579806562374059
"Algeria",2018,0.0790697674418604,17.8758521427473,23.4108506452912,0.107966377268809,4.26999020467084,108.63,0,26.0240621415178,8.47262140579152,-0.511721134650301,-0.859273469448089,0,5.29831736654804,0,1.59916491387712,0.353902158075895
"Ecuador",2018,-0.124463519313305,88.3963715937807,27.3020208759481,1.19792594813466,-0.224103246005552,94.03,2.18939310270795,25.3616099783978,8.7119646186969,-0.848409380100335,-0.499195729661733,0,1e-20,0,0.310625811958552,0.33
"Egypt",2018,-0.107023411371238,110.456586826223,151.647425911758,1.00981962390306,14.4014657807422,96.36,3.76194105980246,26.6558857878565,8.1984800867914,3.34981502222627,-0.679916757345199,0,1e-20,0,0.677202873724651,0.13
"Ethiopia",2018,-0.0188679245283019,575.212114641533,545.076390020841,2.97615009520102,13.8330356586661,106.33,3.01540767994114,25.138741079759,6.61253489175022,3.99844025588089,-0.752673560380936,0,1e-20,1,0.748260284251865,0.13
"Georgia",2018,-0.0502958579881658,48.3587266291419,39.1374258999903,5.15383671256815,2.6152447139767,104.3,7.3322139546086,23.5892117489039,8.45821858661897,6.10344745087359,0.554858809709549,0,7.04141166379481,0,-0.330513817995141,0.3
"Ghana",2018,-0.0735294117647059,111.122335998269,124.570248704103,1.26365140554879,7.80876516610703,113.03,4.38773218135492,24.7948244953217,7.54950833456261,3.96954738010722,0.00200067013502119,0,11.5129254649702,0,1.62813529860842,0.135558344093534
"Gambia",2018,0,26.3455362866644,17.4226057812906,12.4634839806733,6.52096823946573,56.75,12.8993122411349,21.1802251381533,6.47070381368059,4.43949429425278,-0.519608733057976,0,1e-20,0,0.00800396387555276,0.17
"Guatemala",2018,0.0158371040723983,261.938655998667,65.8294243493135,0.889862132505654,3.75186186704508,103.54,4.28713016974244,24.9436575474287,8.33410565386525,1.76513639905617,-0.652063858509064,0,14.2709999889895,0,-1.24973665605596,0.16
"Honduras",2018,0.00724637681159413,36.311691452436,57.247640082644,2.63813756272682,4.34734937777528,116.54,7.48574164360137,23.8900387328367,7.79287564731429,2.08461858788954,-0.660922282934189,0,12.8129754276245,0,-0.481615581434926,0.15
"Indonesia",2018,-0.0410958904109589,174.006168457504,182.77237968861,0.638577044590293,3.1983464156241,115.55,2.20274064452309,27.6301993646925,8.22718983134527,4.16298429125608,-0.0663092296570541,0,11.8738394116283,0,0.0303084150518795,0.3
"Iran",2018,0.0640176600441501,0.833002592661837,2.21766935799071,0.029164198597328,18.0141183371874,87.11,2.64830257607666,26.8281948876369,8.56279390401673,-3.11349170944678,-0.980266535282134,0,8.87276752991094,0,0.320532981950405,0.14
"Jamaica",2018,0.0105485232067511,43.3392217916628,8.65844383508337,1.76424470089127,3.73663882152163,105.84,6.35916024848106,23.4180316453407,8.56868379224769,1.76458302430416,0.17389677464962,0,1e-20,0,-0.485801038680671,2.05
"Kenya",2018,-0.111313868613139,281.872233724743,283.064852671707,2.98074449646008,4.6898064677633,100.31,3.36339544145033,25.1073554513186,7.38075624430114,3.52208443515578,-0.484853595495224,0,15.0995473620448,1,1.52761436732299,0.28
"Cambodia",2018,0.0110132158590308,73.9380506372426,106.1678676799,3.60208022691913,2.45908515380146,111.36,7.1416521827873,23.8231077426041,7.23343233014935,6.16447598598624,-0.972241199016571,0,8.66853994391076,0,0.393475082716673,0.36
"Libya",2018,-0.0744336569579289,4.24606535146296,2.87436941225013,0.179301690712251,13.1702038536721,102.34,4.96468791968705,24.952051089537,9.26816066564101,6.28283689566369,-1.73091657161713,0,1e-20,0,0.0966633336458857,0.194685944413018
"Sri Lanka",2018,-0.120689655172414,36.182807383115,79.893802177515,0.914102785249918,2.135037737132,97.72,0,25.3023183641788,8.41087899066624,1.53963313430194,-0.167031995556317,0,12.6238351629302,0,0.836943389062324,0.5
"Moldova",2018,-0.177033492822967,43.8877380511336,28.5654750266449,3.43893395552073,3.04505397337071,121.39,7.81232334389404,22.9033588204501,8.0919322639006,5.92036718190722,-0.36466329023242,0,1e-20,0,-0.950360733439323,0.4
"Maldives",2018,0,5.35876634211983,0.771761767277484,4.61337086745548,-0.133373386117595,100.6,10.0064419782449,22.3563717644969,9.25470509395881,4.82591444153626,-0.62630500793457,0,1e-20,0,-0.273676219749214,0.3
"Mexico",2018,0.0254237288135594,119.693443017556,9.70907216382894,0.170567165658909,4.89935015356551,110.33,2.09338651752499,27.8800033113392,9.24409941175897,1.00624881882332,-0.361525629274547,0,4.78749174278205,0,0.300112094705721,0.21
"North Macedonia",2018,-0.0437956204379563,6.14887491953871,6.32913790015449,2.34286388189628,1.45831298507117,101.5,8.23819972811041,23.0995246892956,8.64793954476456,3.40375411089484,-0.030979400873184,0,1e-20,0,1.21955928318336,0.58
"Montenegro",2018,-0.0619469026548672,20.2414803163387,9.00084209083818,5.30166786075995,2.611223782638,102.16,13.381112806288,22.2478340822273,8.90677382531618,5.10254439807166,0.106635914929211,0,1e-20,0,0.667086155330198,0.67
"Mauritania",2018,-0.106164383561644,31.6477888383888,54.4025436909899,5.48693145551362,3.06735996058356,106.82,8.89966943658972,22.6624225291209,7.39513141308582,2.05647537510671,-0.815661489963531,0,12.7674012514693,0,-0.624246214144009,0.01
"Mauritius",2018,-0.114457831325301,0.141713068510082,1.386190228371,2.15215582358531,3.21605383144579,90.05,7.49482929041449,23.3245870567855,9.27354835415355,3.9500354872734,0.714768585562707,0,1e-20,0,2.45454231479394,1.33
"Malawi",2018,-0.0138888888888888,243.675066125554,123.305403898017,7.10690495642814,12.420178108921,123.76,2.68863588012791,23.0514770621456,6.325362853838,1.62549553666524,-0.554199740290642,0,9.17087162806582,0,0.670645181550907,0.0521498395972502
"Malaysia",2018,0,3.32773220647461,3.54950455672425,0.0614171028042371,0.884709160571235,99.81,4.98845204483434,26.5788871162475,9.2852406357381,3.47276670505505,0.471829567849635,0,9.73506890091116,0,0.0655690894242166,0.75
"Namibia",2018,-0.0202952029520294,4.48034386813356,6.79220571440594,3.13976457527755,4.29159105337875,102.01,7.83716452735639,23.1517312392656,8.45838807342552,-0.66855426548112,0.243286155036185,0,13.2285235732327,0,-0.606872231234465,0.05
"Nigeria",2018,-0.10594315245478,478.265636004737,477.661262687439,0.458041540342801,12.0951065173432,114.06,0,26.9345999302135,7.82886656341698,-0.590389271247744,-0.884405702352523,0,14.477272329051,1,-0.139001393202597,0.919043828023528
"Nepal",2018,-0.0128205128205129,120.86204128082,76.039402456467,4.187748596789,4.0611633875107,109.92,7.97148263998,24.0799905823243,6.91434045604138,6.40186328295842,-0.608082923293114,0,7.24850407237061,0,0.594417589798252,0.23
"Pakistan",2018,-0.0578512396694216,244.619184774361,223.394138879675,0.737421375040951,5.07805725868917,106.38,2.05226759584271,26.5936658065411,7.38574899770225,4.53244520613151,-0.726756453514099,0,8.51719319141624,1,-1.82941154343199,0.35
"Peru",2018,-0.00704225352112669,196.735505212493,190.124858089503,0.644096316977676,1.50915423024742,112.1,2.36414897300444,26.0718264852473,8.78422699776125,2.03724979302511,-0.165881904959679,0,1e-20,0,0.321826534697319,0.13
"Paraguay",2018,-0.471698113207547,39.5569249705221,30.977259763636,0.988918806545415,3.97561015740694,110.22,2.84617265701394,24.4329553191202,8.75439958433303,1.79595163131663,-0.427148631215095,0,10.7428972400743,0,-0.303430784153474,0.2
"Senegal",2018,0.0350404312668465,212.1719880145,170.355331910157,6.48131443743092,0.460985642464282,152.86,9.71781058085864,23.7943687353129,7.23319695538881,3.36482160369758,-0.105337300151586,0,12.6760762747759,0,-0.0536823467354096,0.24
"Sierra Leone",2018,-0.0184049079754601,40.1714646479117,14.8973391575208,7.57243444810678,16.0295447693699,88.66,9.54456358059659,22.3031870003308,6.42572687210554,1.0547690134314,-0.719926631450653,0,1e-20,0,1.24487414068607,0.151545057048074
"El Salvador",2018,0,40.754109267974,21.4704563981911,2.93303301200365,1.09033000581892,101.53,8.03824117213034,23.9487737184518,8.29647583379358,2.25436301028891,-0.398570654541254,0,12.8833673367163,0,-0.382618283242131,0.739756752999147
"Serbia",2018,0.0234375000000001,13.0801366572412,38.6680824643178,4.32893810750661,1.95984076293801,107.67,4.39115020943617,24.5011116275871,8.74217915651772,5.0675948814029,-0.0814552893862128,0,5.44241771052179,0,0.894346830927808,0.51
"Chad",2018,-0.0476858345021039,133.582037804169,232.127179235449,6.74604743086692,4.27462198610545,114.47,8.71064462051257,23.0451639159892,6.48211260838343,-1.02652688805676,-1.3773674249649,0,1e-20,0,0.0284501306079678,0
"Togo",2018,0.00643086816720266,14.2214511339571,17.3148258641754,5.61326737110423,0.927755426457183,110.32,5.16281600627943,22.6008352360424,6.70006521835229,2.27003280676372,-0.785267627239227,0,1e-20,0,0.728651872895241,0.03
"Tajikistan",2018,-0.208163265306123,19.07238712293,20.6203383233119,4.03072397239468,1.87487683073058,145.45,6.0893678808894,23.0446403035612,7.01776867214255,5.21172131260622,-1.33893158435821,0,8.65259782842244,0,-0.478968531525478,0.1
"Tunisia",2018,-0.0309278350515465,66.2909385093856,124.435922096865,3.70779428531958,7.30759176031652,113.3,4.67610767293349,24.6062567536318,8.31143508843574,1.57917938586991,-0.0739854434505104,0,10.3089526606443,0,0.0303245040403721,0.13
"Tanzania",2018,-0.0290909090909091,250.798603182193,216.25547468718,3.77347689430613,3.49445848856181,104.52,1.15998760314399,24.7672703087567,6.92017677419236,2.1743589821609,-0.569803458452225,0,9.67237483157224,0,1.06903777017143,0.0945379014755051
"Uganda",2018,-0.0659186535764376,273.859179575065,296.00899563234,5.36412805033863,2.61601190952274,105.73,2.35170757064065,24.3396966740185,6.79812179375227,2.74903046108834,-0.606326079368591,0,1e-20,0,-0.100203792168484,0.0882216548631596
"Ukraine",2018,0.0358744394618834,83.1239387956247,99.4075583036676,1.08167215494127,10.9518559353178,107.23,4.39094250810628,25.3161967855481,7.75661330560539,4.01638177635452,-0.485456863790751,0,1e-20,0,-0.877843108435493,0.28
"Zimbabwe",2018,-0.00449775112443774,1.5781556368484,1.00978097231784,0.0499632908934753,10.6188658669575,107.82,3.8309135642724,23.8149979612798,7.2879643063699,2.90939513608366,-1.2997640132904,0,15.7470319695675,0,-0.28360305499534,0.165231643709078
